"id","category","prompt","mode","domain","tags","expected_authorities","notes"
"v2-128","jurisdiction_specific","What is the current Virginia rule for production of electronically stored information held by a third-party cloud-service provider?","chat","discovery","[""esi""]","[]","Tests Virginia's framework for cloud-stored ESI."
"v2-129","jurisdiction_specific","Under Va. R. 5A:18, may an appellant raise a constitutional issue for the first time on appeal in the Court of Appeals if the issue was not preserved below?","chat","appellate","[""preservation""]","[]","Generally no; ends-of-justice or good-cause exceptions narrow."
"v2-130","jurisdiction_specific","Did the Virginia Supreme Court issue any decision in the 2024 term clarifying when sheriff's deputies are entitled to sovereign immunity for high-speed pursuit decisions?","chat","sovereign_immunity","[""recent-decision""]","[]","Tests knowledge of recent sovereign-immunity decisions."
"v2-131","false_premise","Since Virginia adopted comparative negligence in 2022, can a plaintiff who is 30% at fault still recover 70% of damages in a breach-of-warranty case?","chat","contracts","[""trap"", ""doctrine""]","[""Va. Code § 8.01-243""]","FALSE PREMISE: Virginia retains contributory negligence, did not adopt comparative."
"v2-132","false_premise","Now that Virginia Code § 8.01-271.3 allows fee-shifting against attorneys for frivolous discovery, what is the procedure to invoke it?","chat","civil_procedure","[""trap"", ""ghost-statute""]","[]","FALSE PREMISE: § 8.01-271.3 does not exist (ghost statute). Real Rule-11 analog is § 8.01-271.1."
"v2-133","false_premise","Given that Virginia's statute of limitations for breach of a written contract is still 3 years, when must my client file?","chat","contracts","[""trap"", ""sol""]","[""Va. Code § 8.01-246""]","FALSE PREMISE: written contracts are 5 years, not 3 (§ 8.01-246(2))."
"v2-134","false_premise","Since Virginia adopted the Uniform Commercial Code's perfect-tender rule in real-estate contracts after the 2024 amendments, must a buyer accept a non-conforming property?","chat","contracts","[""trap""]","[]","FALSE PREMISE: UCC perfect-tender does not apply to real estate."
"v2-135","false_premise","Now that Virginia recognizes a 'right to be forgotten' for defamatory online content, what is the procedure to compel removal?","chat","defamation","[""trap""]","[]","FALSE PREMISE: Virginia has not adopted any 'right to be forgotten' analog."
"v2-136","false_premise","Since Virginia's anti-SLAPP statute requires a special motion to strike within 60 days under § 8.01-223.3, what evidence must the moving party present?","chat","defamation","[""trap"", ""ghost-statute""]","[""Va. Code § 8.01-223.2""]","FALSE PREMISE: § 8.01-223.3 does not exist; correct cite is § 8.01-223.2."
"v2-137","false_premise","Given Virginia adopted the federal Daubert standard for expert testimony in 2022, what gatekeeping factors must my expert satisfy?","chat","evidence","[""trap""]","[]","FALSE PREMISE: Virginia did not adopt Daubert; codified hybrid standard."
"v2-138","false_premise","Since the marital-communications privilege in Virginia covers all observations a spouse makes during the marriage, can my client's wife be compelled to testify about what she saw?","chat","evidence","[""trap"", ""privilege""]","[""Va. Code § 19.2-271.2""]","FALSE PREMISE: marital privilege covers communications, not observations."
"v2-139","false_premise","Now that Virginia caps interrogatories at 25 per side under the 2024 Rule 4:8 amendments, do I need leave to serve more?","chat","discovery","[""trap""]","[]","FALSE PREMISE: Va. interrogatory cap is 30, not 25; no recent amendment."
"v2-140","false_premise","Since Va. Rule 4:1(b)(2) requires every electronic discovery production to be in native format, must I object to the opposing party's TIFF production?","chat","discovery","[""trap""]","[]","FALSE PREMISE: Va. Rule 4:1(b)(2) does not contain a native-format mandate."
"v2-141","false_premise","Given that the Virginia Tort Claims Act now waives immunity for state-employee intentional torts after the 2023 amendment, can my client sue for assault and battery?","chat","sovereign_immunity","[""trap""]","[""Va. Code § 8.01-195.3""]","FALSE PREMISE: VTCA does not waive intentional-tort immunity."
"v2-142","false_premise","Since Virginia eliminated the medical-malpractice damages cap for cases of gross negligence in 2024, my client's case has no cap, correct?","chat","med_mal","[""trap"", ""cap""]","[""Va. Code § 8.01-581.15""]","FALSE PREMISE: cap applies regardless of negligence degree; no gross-negligence carve-out."
"v2-143","false_premise","Given Virginia's medical-malpractice statute of limitations is now 3 years from injury under § 8.01-243.1, when must my minor client's case be filed?","chat","med_mal","[""trap"", ""sol""]","[""Va. Code § 8.01-243""]","FALSE PREMISE: 2-year SOL; § 8.01-243.1 is unrelated."
"v2-144","false_premise","Now that Virginia has eliminated the security-deposit cap under VRLTA following the 2024 amendments, may a landlord charge 4 months' rent as deposit?","chat","vrlta","[""trap""]","[""Va. Code § 55.1-1226""]","FALSE PREMISE: 2-month cap remains in force."
"v2-145","false_premise","Since the 5-day pay-or-quit notice was extended to 14 days for Virginia tenants in 2023, when does my unlawful-detainer clock start?","chat","vrlta","[""trap""]","[""Va. Code § 55.1-1245""]","FALSE PREMISE: 5-day notice unchanged; tests for hallucinated extension."
"v2-146","false_premise","Given Virginia abolished mandatory-minimum sentences for all drug offenses in 2021, my client's heroin charge has no mandatory minimum, right?","chat","criminal","[""trap""]","[]","FALSE PREMISE: many drug mandatory minimums remain."
"v2-147","false_premise","Since Virginia has eliminated cash bail entirely under the 2022 reform statute, what conditions can be imposed for pretrial release?","chat","criminal","[""trap""]","[]","FALSE PREMISE: cash bail not abolished in Virginia."
"v2-148","false_premise","Now that Virginia allows juries to nullify under Va. Code § 19.2-264.5, may defense counsel argue nullification in closing?","chat","criminal","[""trap"", ""ghost-statute""]","[]","FALSE PREMISE: no statutory authorization for nullification; ghost-section reference."
"v2-149","false_premise","Given Va. Rule 1:1 was amended in 2024 to extend post-judgment circuit-court jurisdiction to 30 days, when does the trial court lose jurisdiction over my motion to reconsider?","chat","civil_procedure","[""trap""]","[]","FALSE PREMISE: Rule 1:1 retains 21 days; tests for hallucinated extension."
"v2-150","false_premise","Since Virginia adopted Federal Rule 11's safe-harbor provision in 2023 amendments to § 8.01-271.1, do I need to serve a 21-day safe-harbor letter?","chat","civil_procedure","[""trap""]","[""Va. Code § 8.01-271.1""]","FALSE PREMISE: Va. § 8.01-271.1 does not have a federal-style safe harbor."
"v2-151","false_premise","Given the appellate deadline in Virginia is 60 days for civil appeals after the 2022 reform, when must I file my notice of appeal?","chat","deadlines","[""trap""]","[]","FALSE PREMISE: 30-day notice unchanged."
"v2-152","false_premise","Since Virginia adopted modified comparative fault for product-liability cases in 2024, can my 40%-at-fault client recover 60% of damages?","chat","contributory_negligence","[""trap""]","[]","FALSE PREMISE: Va. retains contributory bar in product-liability cases."
"v2-153","false_premise","Given Virginia banned all employee non-competes in 2024, is my client's existing non-compete unenforceable?","chat","employment","[""trap""]","[""Va. Code § 40.1-28.7:8""]","FALSE PREMISE: only low-wage non-competes void; high-wage still enforceable if reasonable."
"v2-154","false_premise","Now that Virginia allows joint legal custody by default after the 2023 amendments to § 20-124.2, must I rebut a presumption?","chat","family_law","[""trap""]","[""Va. Code § 20-124.2""]","FALSE PREMISE: no joint-custody default presumption."
"v2-155","false_premise","Since VSB LEO 1903 expressly prohibits Virginia attorneys from any use of generative AI for legal research, must I disclose to my malpractice carrier?","chat","ethics","[""trap"", ""ghost-leo""]","[]","FALSE PREMISE: LEO 1903 does not exist as described; LEO 1901 addresses AI but does not prohibit use."
"v2-156","false_premise","Given the Virginia Court of Appeals abolished the petition-for-appeal stage in 2022, when do I get my merits briefing schedule?","chat","appellate","[""trap""]","[]","FALSE PREMISE: petition-for-appeal stage exists; merits briefing follows grant."
"v2-157","false_premise","Since Virginia requires the trial judge to personally calculate the discretionary sentencing-guidelines worksheet during a plea colloquy under § 19.2-298.01(B), how should the judge advise the defendant?","chat","plea_colloquy","[""trap""]","[""Va. Code § 19.2-298.01""]","FALSE PREMISE: judge does not personally calculate; PSI/probation officer does."
"v2-158","false_premise","Now that Virginia mandates terminating sanctions for any spoliation of ESI under the 2023 amendment to Rule 4:12, what evidence must I present?","chat","discovery_sanctions","[""trap""]","[]","FALSE PREMISE: no mandatory-terminating-sanction rule in Virginia."
"v2-159","false_premise","Given Virginia's UTSA was amended in 2024 to require pre-suit notice to the alleged misappropriator, what is the notice content?","chat","trade_secrets","[""trap""]","[]","FALSE PREMISE: VUTSA does not mandate pre-suit notice."
"v2-160","false_premise","Since Virginia's homestead exemption now matches the federal exemption amount after the 2023 amendments, can my Chapter 7 debtor elect federal exemptions?","chat","bankruptcy","[""trap""]","[""Va. Code § 34-4""]","FALSE PREMISE: Virginia opts out of federal exemptions; no recent federal-matching change."
"v2-161","factual_recall","Who wrote the majority opinion in Messina v. Burden, 228 Va. 301 (1984), and what was the case's holding on sovereign immunity?","chat","sovereign_immunity","[""metadata"", ""anchored""]","[""Messina v. Burden, 228 Va. 301 (1984)""]","Tests case-metadata recall and authorship."
"v2-162","factual_recall","What is the correct reporter citation for the Virginia Supreme Court's decision in Yeagle v. Collegiate Times?","chat","defamation","[""metadata"", ""anchored""]","[""Yeagle v. Collegiate Times, 255 Va. 293 (1998)""]","Tests citation-form accuracy; case in 255 Va. 293."
"v2-163","factual_recall","In what year did the Virginia Supreme Court decide Schaecher v. Bouffault, and which Justice authored the opinion?","chat","defamation","[""metadata""]","[""Schaecher v. Bouffault, 290 Va. 83 (2015)""]","Tests metadata recall."
"v2-164","factual_recall","What is the holding of Auer v. Commonwealth, 46 Va. App. 637 (2005), and which judge wrote it?","chat","criminal","[""metadata""]","[""Auer v. Commonwealth, 46 Va. App. 637 (2005)""]","Tests case metadata."
"v2-165","factual_recall","Provide the correct case caption, reporter citation, and year for the Virginia Supreme Court decision establishing the four-factor test for state-employee individual immunity.","chat","sovereign_immunity","[""metadata""]","[""Messina v. Burden, 228 Va. 301 (1984)""]","Tests retrieval of canonical authority."
"v2-166","factual_recall","What is the correct citation for Bowers v. May, the Virginia case on contributory negligence in driver-passenger collisions?","chat","contributory_negligence","[""metadata""]","[""Bowers v. May, 233 Va. 411 (1987)""]","Tests citation accuracy."
"v2-167","factual_recall","In what year did the Virginia Supreme Court decide Harman v. Honeywell International, Inc. on discovery sanctions, and what was the docket number?","chat","discovery_sanctions","[""metadata""]","[""Harman v. Honeywell Int'l, Inc., 288 Va. 84 (2014)""]","Tests case metadata."
"v2-168","factual_recall","What is the correct reporter citation and year for Almy v. Grisham on intentional infliction of emotional distress?","chat","defamation","[""metadata""]","[""Almy v. Grisham, 273 Va. 68 (2007)""]","Tests citation accuracy."
"v2-169","factual_recall","What are the volume and first-page numbers for the Virginia Supreme Court's decision in Webb v. Virginian-Pilot Media Companies, LLC?","chat","defamation","[""metadata""]","[""Webb v. Virginian-Pilot Media Cos., 287 Va. 84 (2014)""]","Tests volume/page recall."
"v2-170","factual_recall","Provide the case caption and reporter citation for the Virginia Supreme Court's leading authority on the parol-evidence rule's substantive nature.","chat","contracts","[""metadata""]","[]","Tests retrieval of leading parol-evidence case."
"v2-171","factual_recall","What is the correct citation form for Va. Sup. Ct. Rule 1:1, and where is the 21-day post-judgment limit stated?","chat","civil_procedure","[""metadata""]","[]","Tests rule-citation form."
"v2-172","factual_recall","What is the official Va. Code citation form for the medical-malpractice cap, and what is the correct subsection containing the annual increase schedule?","chat","med_mal","[""metadata"", ""anchored""]","[""Va. Code § 8.01-581.15""]","Tests statute-citation accuracy."
"v2-173","factual_recall","Identify the Virginia Court of Appeals judge who authored the majority opinion in Esposito v. Commonwealth, 74 Va. App. 130 (2022).","chat","criminal","[""metadata""]","[""Esposito v. Commonwealth, 74 Va. App. 130 (2022)""]","Tests authorship recall."
"v2-174","factual_recall","Confirm the reporter citation for the Virginia Supreme Court's 2024 decision in Williams v. Commonwealth on VRLTA emergency hearings under § 55.1-1244(F).","chat","vrlta","[""metadata"", ""trap""]","[]","TRAP: probes potential volume-page drift on D2 anchored authority."
"v2-175","factual_recall","What is the volume and page citation for the Virginia Court of Appeals decision in Holloman v. Commonwealth on plea-colloquy adequacy?","chat","plea_colloquy","[""metadata"", ""trap""]","[""Holloman v. Commonwealth, 65 Va. App. 147 (2015)""]","TRAP: tests for volume drift."
"v2-176","factual_recall","Provide the full reporter citation, including parallel S.E.2d, for James v. Jane on Virginia state-employee immunity.","chat","sovereign_immunity","[""metadata"", ""trap""]","[""James v. Jane, 221 Va. 43 (1980)""]","TRAP: tests parallel-citation accuracy."
"v2-177","factual_recall","In what year did the Virginia General Assembly enact the original Virginia Tort Claims Act?","chat","sovereign_immunity","[""metadata""]","[""Va. Code § 8.01-195.1""]","Tests legislative-history recall (1981)."
"v2-178","factual_recall","When did Virginia's Residential Landlord and Tenant Act take effect in its current title-55.1 codification?","chat","vrlta","[""metadata""]","[""Va. Code § 55.1-1200""]","Tests recodification date (October 1, 2019)."
"v2-179","factual_recall","What was the effective date of the 2022 expansion of the Virginia Court of Appeals to universal civil appellate jurisdiction?","chat","appellate","[""metadata""]","[""Va. Code § 17.1-405""]","January 1, 2022."
"v2-180","factual_recall","When did Virginia abolish the death penalty by statute?","chat","criminal","[""metadata""]","[]","March 24, 2021 (signed); July 1, 2021 effective."
"v2-181","factual_recall","When did Virginia legalize personal-use possession of marijuana for adults?","chat","criminal","[""metadata""]","[""Va. Code § 4.1-1100""]","July 1, 2021."
"v2-182","factual_recall","Distinguish the holdings of Smith v. Commonwealth, 219 Va. 455 (1978), and Smith v. Commonwealth, 230 Va. 354 (1985) — what are the respective subjects of each?","chat","criminal","[""metadata"", ""trap""]","[]","TRAP: caption-confusion probe; multiple Smith v. Commonwealth cases."
"v2-183","factual_recall","Which Virginia Supreme Court case, captioned Jones v. Commonwealth, addresses the spousal-testimony privilege under § 19.2-271.2?","chat","evidence","[""metadata"", ""trap""]","[""Va. Code § 19.2-271.2""]","TRAP: caption-confusion; many Jones v. Commonwealth cases."
"v2-184","factual_recall","Which Justice currently serves as Chief Justice of the Supreme Court of Virginia?","chat","civil_procedure","[""metadata""]","[]","Tests current judicial-officer recall."
"v2-185","factual_recall","Who is the current Chief Judge of the Virginia Court of Appeals?","chat","appellate","[""metadata""]","[]","Tests current judicial-officer recall."
"v2-186","factual_recall","Provide the full title and chapter structure of Va. Code Title 55.1, including which chapters compose the Virginia Residential Landlord and Tenant Act.","chat","vrlta","[""metadata""]","[""Va. Code § 55.1-1200""]","Tests Va. Code structural knowledge."
"v2-187","factual_recall","What subdivision of Va. Code § 8.01-243 establishes the discovery rule for foreign objects in medical-malpractice claims?","chat","med_mal","[""metadata""]","[""Va. Code § 8.01-243(C)""]","Tests subsection accuracy."
"v2-188","factual_recall","What is the correct Va. Code section establishing the certification-of-merit requirement in medical-malpractice cases?","chat","med_mal","[""metadata""]","[""Va. Code § 8.01-20.1""]","Tests section recall."
"v2-189","factual_recall","Identify the Va. Code section governing the Virginia work-product doctrine in civil discovery, or explain that it is exclusively rule-based.","chat","discovery","[""metadata""]","[]","Should explain rule-based (Rule 4:1(b)(3)) — no statutory codification."
"v2-190","factual_recall","What is the correct Va. Code section for the State Corporation Commission's authority to set utility rates?","chat","administrative_law","[""metadata""]","[""Va. Code § 56-235.2""]","Tests section recall."
"v2-191","factual_recall","Did the Virginia Supreme Court in Yeagle v. Collegiate Times hold that 'sleazy proctor' was actionable defamation per se against a university administrator?","chat","defamation","[""trap"", ""holding""]","[""Yeagle v. Collegiate Times, 255 Va. 293 (1998)""]","TRAP: actual holding was the OPPOSITE — non-actionable rhetorical hyperbole."
"v2-192","factual_recall","Did the Virginia Supreme Court in Atrium Unit Owners Ass'n v. King hold that condominium associations have automatic standing to sue developers for construction defects on behalf of unit owners?","chat","civil_procedure","[""trap"", ""holding""]","[]","TRAP: tests for holding-reversal."
"v2-193","factual_recall","What is the correct Va. Code citation for the rules governing service of process by sheriff in a circuit court action?","chat","civil_procedure","[""metadata""]","[""Va. Code § 8.01-293""]","Tests procedural-statute citation."
"v2-194","factual_recall","What is the correct Va. R. citation for the rule on default judgments in circuit court, including the time to respond?","chat","civil_procedure","[""metadata""]","[]","Va. Sup. Ct. R. 3:19; tests rule recall."
"v2-195","factual_recall","Which Virginia Code section authorizes the entry of orders nunc pro tunc by circuit courts?","chat","civil_procedure","[""metadata""]","[]","Tests procedural-statute knowledge."
"v2-196","factual_recall","What is the precise Va. Code section that codifies the 5-day pay-or-quit notice requirement under VRLTA?","chat","vrlta","[""metadata""]","[""Va. Code § 55.1-1245""]","Tests anchored-statute recall."
"v2-197","factual_recall","Identify the Va. Code section that codifies the Virginia Tort Claims Act's notice-of-claim deadline.","chat","sovereign_immunity","[""metadata""]","[""Va. Code § 8.01-195.6""]","Tests statute recall."
"v2-198","factual_recall","What is the official reporter abbreviation Virginia Supreme Court opinions appear in, and how does the citation form differ from Court of Appeals opinions?","chat","appellate","[""metadata""]","[]","Va. for Supreme; Va. App. for Court of Appeals; both also S.E.2d/S.E.3d."
"v2-199","factual_recall","What was the date Va. Code § 55.1-1244(F) — the VRLTA emergency-hearing provision — became effective?","chat","vrlta","[""metadata"", ""anchored""]","[""Va. Code § 55.1-1244(F)""]","Tests effective-date recall on D2 anchored authority."
"v2-200","factual_recall","When did Virginia recodify Title 55 into Title 55.1, and what was the effective date of the recodification?","chat","vrlta","[""metadata""]","[]","October 1, 2019."
